iter	Logloss
425	0.2987407844
426	0.2984498701
427	0.2980603714
428	0.2976711693
429	0.2972807959
430	0.2970189452
431	0.2967029047
432	0.2965234839
433	0.2962668818
434	0.2958953575
435	0.2957212391
436	0.2954408276
437	0.2951831795
438	0.2949228243
439	0.2946250549
440	0.2943176185
441	0.2939489779
442	0.2935667208
443	0.2932529556
444	0.2930381004
445	0.29280444
446	0.2925653767
447	0.2923388726
448	0.2919452899
449	0.2916533504
450	0.2912584814
451	0.2909539065
452	0.2906656825
453	0.2903728726
454	0.2900237477
455	0.2896168314
456	0.2893845084
457	0.2891452959
458	0.2889056735
459	0.2886664804
460	0.2882854828
461	0.28798153
462	0.2877742
463	0.2875043039
464	0.2872342074
465	0.2867453212
466	0.2865497841
467	0.2862739682
468	0.2859195997
469	0.2856942635
470	0.285304272
471	0.2850610607
472	0.284808368
473	0.2846248663
474	0.2843457254
475	0.2840676537
476	0.2837555029
477	0.2835165835
478	0.2832699977
479	0.2830476201
480	0.282717285
481	0.2823908605
482	0.2821123171
483	0.2818736088
484	0.2816924079
485	0.2813547611
486	0.2811392596
487	0.2808247866
488	0.2806148389
489	0.2803152532
490	0.2800852337
491	0.279811776
492	0.2795108025
493	0.2790733721
494	0.2786663668
495	0.2783965209
496	0.2780363604
497	0.2778888972
498	0.2775734708
499	0.2770319031
500	0.2767724727
501	0.2765578741
502	0.2763252188
503	0.2760927702
504	0.2758481575
505	0.275601036
506	0.2753640217
507	0.2751137559
508	0.2748506843
509	0.2745737425
510	0.2742822112
511	0.2740576938
512	0.273813689
513	0.2735865389
514	0.2733830333
515	0.2731217608
516	0.2728631568
517	0.2726547285
518	0.2723117757
519	0.2721303445
520	0.2718255343
521	0.2715350925
522	0.271328324
523	0.2711484395
524	0.2709152091
525	0.2707091277
526	0.2705194177
527	0.2703349461
528	0.2700453602
529	0.269831656
530	0.2695803172
531	0.2691965633
532	0.2689267367
533	0.2687872803
534	0.2685085733
535	0.2682280088
536	0.2679677627
537	0.2677132911
538	0.2674379252
539	0.2671510212
540	0.2668823485
541	0.2666828148
542	0.266388792
543	0.2661669354
544	0.2659624509
545	0.2656833085
546	0.2653389356
547	0.2651342272
548	0.2648197393
549	0.2646226711
550	0.2644261574
551	0.2641562223
552	0.2639903114
553	0.2637608289
554	0.2634946129
555	0.263243664
556	0.2630132764
557	0.262827104
558	0.2626999898
559	0.2625440165
560	0.2623770743
561	0.2620788597
562	0.2619265194
563	0.2616904453
564	0.2614482014
565	0.2612328113
566	0.2609124781
567	0.2606705398
568	0.2605016875
569	0.2603295032
570	0.2601542797
571	0.2599840936
572	0.2598118607
573	0.2596086959
574	0.2593186754
575	0.2590852973
576	0.2588579122
577	0.2586196429
578	0.2584612133
579	0.2582394928
580	0.2580833531
581	0.2579243497
582	0.2576730577
583	0.2574030886
584	0.2572160651
585	0.2570040675
586	0.2567767366
587	0.2565478609
588	0.2563107027
589	0.2559664542
590	0.2557566115
591	0.2555275938
592	0.2553503987
593	0.2551808351
594	0.2549381762
595	0.2547944646
596	0.254564831
597	0.2543561959
598	0.2541492067
599	0.2538978124
600	0.2537358078
601	0.2535287466
602	0.2533681955
603	0.2531555506
604	0.2529389178
605	0.2527537363
606	0.2524965578
607	0.2523275697
608	0.2521274422
609	0.251909607
610	0.2517731031
611	0.2515983209
612	0.2513707653
613	0.2511475673
614	0.2508959886
615	0.2507110053
616	0.250514145
617	0.2502786223
618	0.2499973382
619	0.2497216087
620	0.2494825833
621	0.2492715807
622	0.2490433808
623	0.2488330778
624	0.2486241829
625	0.2484369201
626	0.2482434188
627	0.2480611089
628	0.2478756106
629	0.2476731374
630	0.2475160366
631	0.2473633394
632	0.2471788529
633	0.2470395375
634	0.2468761031
635	0.2466677991
636	0.2465081553
637	0.2461969175
638	0.245908809
639	0.2456851506
640	0.2455898651
641	0.2453806223
642	0.2452637749
643	0.2450877766
644	0.2448659989
645	0.2446399529
646	0.2444950446
647	0.2443167001
648	0.2441545957
649	0.243972463
650	0.243765712
651	0.2435558637
652	0.2433122807
653	0.2431133156
654	0.2428697793
655	0.2427122583
656	0.2424655575
657	0.2422672977
658	0.2421290973
659	0.2419568236
660	0.2417523107
661	0.2415340906
662	0.2413324297
663	0.2411701258
664	0.2410332051
665	0.2407572792
666	0.2406023551
667	0.2402996809
668	0.2401121496
669	0.2399433565
670	0.2397848968
671	0.2395652217
672	0.2393869108
673	0.2392090347
674	0.238986152
675	0.2388389816
676	0.23862316
677	0.2384302774
678	0.2382854156
679	0.2381055232
680	0.2379290611
681	0.2377069242
682	0.2375840387
683	0.2373825786
684	0.2371186908
685	0.2369379084
686	0.2367697431
687	0.2366019075
688	0.236363527
689	0.2361857406
690	0.2359792595
691	0.2357356733
692	0.2355568835
693	0.2353774951
694	0.2351908519
695	0.2349904529
696	0.2347987992
697	0.2346529289
698	0.2345079412
699	0.2343266037
700	0.2341956094
701	0.2340295385
702	0.2338707828
703	0.2336283531
704	0.2334470155
705	0.2332879636
706	0.2331406467
707	0.2328621228
708	0.2326352863
709	0.2325153339
710	0.2323867246
711	0.2322397414
712	0.2321067396
713	0.2318499996
714	0.2316521976
715	0.2314699434
716	0.2313347959
717	0.2311529746
718	0.2309861395
719	0.2308580543
720	0.2306488233
721	0.2304482991
722	0.2302785062
723	0.2301282736
724	0.2298904515
725	0.229777433
726	0.2296060254
727	0.2294734129
728	0.229134347
729	0.2290028895
730	0.2287626931
731	0.2285803373
732	0.2283497943
733	0.2281883321
734	0.2280022562
735	0.2277150102
736	0.2275068088
737	0.2273157418
738	0.2271703707
739	0.22701759
740	0.2267409042
741	0.2265770163
742	0.2263981121
743	0.2261370009
744	0.2260288593
745	0.2258561317
746	0.2257295217
747	0.225575698
748	0.2254026148
749	0.2252675778
750	0.2251049264
751	0.2248833669
752	0.2247072044
753	0.2244448596
754	0.2242789174
755	0.2240902361
756	0.2239741256
757	0.2238156056
758	0.2236361425
759	0.2234215553
760	0.2232173579
761	0.2231042556
762	0.2229615201
763	0.222819167
764	0.2226270947
765	0.2224799703
766	0.22227791
767	0.2221099453
768	0.2218281878
769	0.2216340996
770	0.2214418865
771	0.22125073
772	0.2211556568
773	0.2209928001
774	0.2207951774
775	0.2205666545
776	0.2204357543
777	0.2202696302
778	0.2201242433
779	0.2199789564
780	0.2198477656
781	0.2196981419
782	0.2195543611
783	0.2194506802
784	0.2192808362
785	0.2191524123
786	0.2189940906
787	0.2188237618
788	0.2186437947
789	0.2185289771
790	0.2183254213
791	0.218185389
792	0.2179882781
793	0.2178724764
794	0.2176566238
795	0.2174771781
796	0.2172782905
797	0.2171029871
798	0.2169435765
799	0.2167769552
800	0.2165642107
801	0.216466943
802	0.2163579785
803	0.2162487977
804	0.2160887529
805	0.2159101417
806	0.2157693026
807	0.2156309434
808	0.2153963936
809	0.2152994671
810	0.2152003301
811	0.2150570423
812	0.2149215202
813	0.2147765779
814	0.2146380451
815	0.2144738706
816	0.214305448
817	0.2141100297
818	0.2139968848
819	0.213870659
820	0.2137536151
821	0.2135444407
822	0.2133757556
823	0.2131818561
824	0.2130431864
825	0.2128859667
826	0.2127421661
827	0.2126322375
828	0.2125186897
829	0.2124066817
830	0.2122177787
831	0.2120335983
832	0.2118981962
833	0.2117087316
834	0.2115446806
835	0.2113365094
836	0.2111799498
837	0.2110171129
838	0.2109042362
839	0.2107593739
840	0.2106534247
841	0.2105448424
842	0.2103855233
843	0.2102274416
844	0.2100547734
845	0.2098970817
846	0.2097098674
847	0.2095323093
848	0.2093656941
849	0.2092382225
850	0.2090958664
851	0.2089701634
852	0.2087513038
853	0.2085944697
854	0.2084351475
855	0.2082896277
856	0.2080987099
857	0.2079387786
858	0.2078038694
859	0.2076728714
860	0.2075458956
861	0.2074359437
862	0.2073053543
863	0.2070947399
864	0.2069282625
865	0.2068328697
866	0.2066180569
867	0.2063999331
868	0.2062644109
869	0.206132422
870	0.2060043125
871	0.2058648996
872	0.2056678746
873	0.2055287646
874	0.2053367526
875	0.2051906567
876	0.2050599597
877	0.2049314301
878	0.2048091154
879	0.2047118499
880	0.2045900872
881	0.2043620665
882	0.2041944378
883	0.2040271232
884	0.2038152142
885	0.2036556033
886	0.2034934573
887	0.2033370117
888	0.2031833748
889	0.2030626265
890	0.2029605246
891	0.2028041295
892	0.2026889858
893	0.2025109745
894	0.2023460327
895	0.2021916787
896	0.2020473794
897	0.2019338764
898	0.2018375349
899	0.20175102
900	0.201572279
901	0.2014458609
902	0.2012332201
903	0.2011212043
904	0.2009906767
905	0.2008819383
906	0.2006650313
907	0.2005001381
908	0.2003906879
909	0.2002352338
910	0.2000922865
911	0.1999358441
912	0.1998105396
913	0.1997040983
914	0.1995327686
915	0.199414858
916	0.1992173638
917	0.199071564
918	0.1989660923
919	0.1987931014
920	0.1986963625
921	0.1985679386
922	0.1983565245
923	0.1981982081
924	0.1980994933
925	0.197968681
926	0.1978457924
927	0.1976729887
928	0.1975734498
929	0.1973577351
930	0.1972012507
931	0.197078917
932	0.1969691476
933	0.1968396489
934	0.1967204999
935	0.1965636338
936	0.1964402597
937	0.1962428455
938	0.1960913748
939	0.1959535239
940	0.1957706819
941	0.1956392959
942	0.1954698142
943	0.1953838807
944	0.1951760793
945	0.19509781
946	0.194885342
947	0.1947722032
948	0.1945968839
949	0.1944506787
950	0.1943495067
951	0.1942076491
952	0.1940254215
953	0.1938966778
954	0.193784028
955	0.1935962957
956	0.1934859602
957	0.1933740382
958	0.1932266285
959	0.1930383598
960	0.1928623854
961	0.192706994
962	0.1925994186
963	0.1924301455
964	0.1923244164
965	0.1921805592
966	0.1920166398
967	0.1918856535
968	0.1917930583
969	0.1916574938
970	0.1915409872
971	0.1913834005
972	0.1912622591
973	0.1911632378
974	0.191049142
975	0.1909683139
976	0.1908423702
977	0.1907066364
978	0.1905915252
979	0.1904357353
980	0.1903346364
981	0.1902097853
982	0.1900952497
983	0.1899438068
984	0.1898448479
985	0.1896796082
986	0.1895342531
987	0.1893705359
988	0.1892560887
989	0.1890770054
990	0.1889201113
991	0.1887934612
992	0.1886929254
993	0.1885461542
994	0.1884013766
995	0.18826336
996	0.1881728097
997	0.1880243537
998	0.1879318427
999	0.1878076407
